key,brand,tier,year,season,emb_idx
778914,Balenciaga,Avant-garde,2015,Resort,538
198065,Valentino,Luxury,2000,Spring,539
271781,Giorgio Armani,Luxury,2003,Fall,540
249482,Dries Van Noten,Avant-garde,2015,Spring,541
1142741,Ralph Lauren,Accessible Luxury,2014,Pre-Fall,542
495790,Maison Margiela,Avant-garde,2015,Resort,543
97146,Valentino,Luxury,2014,Spring,544
135873,Chanel,Luxury,2013,Spring,545
388073,Ralph Lauren,Accessible Luxury,2016,Fall,546
211733,Ralph Lauren,Accessible Luxury,2018,Fall,547
76871,Givenchy,Luxury,2013,Fall,548
299305,Burberry,Accessible Luxury,2016,Pre-Fall,549
1225450,Maison Margiela,Avant-garde,2001,Fall,550
170453,Alexander McQueen,Avant-garde,2023,Fall,551
54984,Max Mara,Accessible Luxury,2017,Spring,552
241309,Missoni,Accessible Luxury,2021,Fall,553
271778,Missoni,Accessible Luxury,2020,Pre-Fall,554
254220,Alexander McQueen,Avant-garde,2000,Spring,555
32171,Miu Miu,Accessible Luxury,2013,Fall,556
367987,Louis Vuitton,Luxury,2017,Fall,557
811735,Max Mara,Accessible Luxury,2017,Resort,558
8659,Gucci,Luxury,2017,Spring,559
589609,Chanel,Luxury,2023,Pre-Fall,560
64103,Burberry,Accessible Luxury,2022,Fall,561
640222,Ralph Lauren,Accessible Luxury,2021,Pre-Fall,562
167667,Fendi,Luxury,2021,Spring,563
296424,Stella McCartney,Accessible Luxury,2017,Resort,564
875120,Louis Vuitton,Luxury,2023,Pre-Fall,565
264936,Christian Dior,Luxury,2021,Resort,566
153901,Fendi,Luxury,2021,Fall,567
32354,Valentino,Luxury,2019,Fall,568
154030,Giorgio Armani,Luxury,2019,Fall,569
488993,Max Mara,Accessible Luxury,2020,Resort,570
415468,Givenchy,Luxury,2021,Pre-Fall,571
560116,Givenchy,Luxury,2020,Resort,572
821523,Saint Laurent,Luxury,2019,Pre-Fall,573
135007,Chanel,Luxury,2022,Fall,574
47263,Burberry,Accessible Luxury,2023,Resort,575
52840,Missoni,Accessible Luxury,2004,Spring,576
376258,Miu Miu,Accessible Luxury,2005,Fall,577
190560,Prada,Luxury,2009,Spring,578
386781,Burberry,Accessible Luxury,2005,Spring,579
1122551,Louis Vuitton,Luxury,2013,Resort,580
690727,Burberry,Accessible Luxury,2003,Spring,581
799453,Giorgio Armani,Luxury,2016,Pre-Fall,582
246011,Rick Owens,Avant-garde,2004,Spring,583
1075597,Balenciaga,Avant-garde,2013,Resort,584
102333,Givenchy,Luxury,2015,Spring,585
330187,Burberry,Accessible Luxury,2006,Spring,586
296070,Valentino,Luxury,2008,Pre-Fall,587
66790,Marni,Accessible Luxury,2011,Resort,588
175456,Valentino,Luxury,2012,Spring,589
124100,Valentino,Luxury,2001,Fall,590
1484,Chanel,Luxury,2015,Fall,591
264917,Saint Laurent,Luxury,2012,Fall,592
35586,Versace,Luxury,2009,Fall,593
289970,Ralph Lauren,Accessible Luxury,2006,Fall,594
356570,Miu Miu,Accessible Luxury,2009,Fall,595
605775,Marni,Accessible Luxury,2006,Spring,596
145162,Stella McCartney,Accessible Luxury,2008,Pre-Fall,597
883824,Stella McCartney,Accessible Luxury,2008,Pre-Fall,598
92870,Gucci,Luxury,2008,Fall,599
86670,Louis Vuitton,Luxury,2009,Spring,600
693114,Fendi,Luxury,2011,Fall,601
796955,Stella McCartney,Accessible Luxury,2015,Spring,602
425018,Maison Margiela,Avant-garde,2017,Spring,603
162564,Giorgio Armani,Luxury,2014,Pre-Fall,604
739205,Stella McCartney,Accessible Luxury,2014,Pre-Fall,605
110663,Saint Laurent,Luxury,2016,Spring,606
133389,Giorgio Armani,Luxury,2016,Fall,607
237407,Fendi,Luxury,2013,Fall,608
59069,Valentino,Luxury,2016,Resort,609
767143,Stella McCartney,Accessible Luxury,2013,Spring,610
323831,Max Mara,Accessible Luxury,2016,Resort,611
41828,Givenchy,Luxury,2019,Spring,612
18269,Christian Dior,Luxury,2013,Spring,613
137960,Gucci,Luxury,2019,Resort,614
1177598,Maison Margiela,Avant-garde,2014,Pre-Fall,615
85420,Christian Dior,Luxury,2022,Spring,616
427700,Max Mara,Accessible Luxury,2013,Fall,617
182597,Christian Dior,Luxury,2017,Spring,618
53142,Prada,Luxury,2015,Fall,619
491463,Givenchy,Luxury,2021,Spring,620
254078,Alexander McQueen,Avant-garde,2020,Resort,621
414084,Balenciaga,Avant-garde,2014,Pre-Fall,622
62138,Chanel,Luxury,2023,Pre-Fall,623
18936,Rick Owens,Avant-garde,2017,Fall,624
978259,Stella McCartney,Accessible Luxury,2022,Fall,625
68214,Ralph Lauren,Accessible Luxury,2016,Fall,626
490622,Giorgio Armani,Luxury,2020,Pre-Fall,627
49773,Missoni,Accessible Luxury,2016,Pre-Fall,628
146226,Valentino,Luxury,2020,Fall,629
231917,Valentino,Luxury,2020,Fall,630
587839,Max Mara,Accessible Luxury,2021,Pre-Fall,631
89102,Dries Van Noten,Avant-garde,2021,Fall,632
149225,Valentino,Luxury,2022,Resort,633
5902,Valentino,Luxury,2020,Fall,634
473253,Christian Dior,Luxury,2006,Spring,635
5208,Valentino,Luxury,2019,Fall,636
274033,Alexander McQueen,Avant-garde,2023,Resort,637
353627,Christian Dior,Luxury,2021,Resort,638
804129,Burberry,Accessible Luxury,2021,Resort,639
785665,Alexander McQueen,Avant-garde,2014,Resort,640
329217,Chanel,Luxury,2003,Spring,641
495056,Givenchy,Luxury,2007,Fall,642
357333,Marni,Accessible Luxury,2002,Fall,643
133981,Giorgio Armani,Luxury,2004,Spring,644
25903,Versace,Luxury,2004,Spring,645
18024,Versace,Luxury,2004,Fall,646
642151,Givenchy,Luxury,2007,Fall,647
1039347,Missoni,Accessible Luxury,2015,Resort,648
342582,Valentino,Luxury,2002,Fall,649
599146,Max Mara,Accessible Luxury,2003,Fall,650
495713,Givenchy,Luxury,2002,Spring,651
1071897,Stella McCartney,Accessible Luxury,2011,Pre-Fall,652
384932,Miu Miu,Accessible Luxury,2006,Fall,653
234289,Ralph Lauren,Accessible Luxury,2005,Fall,654
162224,Saint Laurent,Luxury,2001,Fall,655
109249,Chanel,Luxury,2007,Resort,656
745056,Stella McCartney,Accessible Luxury,2009,Resort,657
468934,Burberry,Accessible Luxury,2012,Pre-Fall,658
318214,Jean Paul Gaultier,Avant-garde,2011,Pre-Fall,659
319280,Rick Owens,Avant-garde,2015,Fall,660
411412,Max Mara,Accessible Luxury,2010,Fall,661
253556,Max Mara,Accessible Luxury,2012,Fall,662
174355,Rick Owens,Avant-garde,2009,Fall,663
475899,Fendi,Luxury,2012,Fall,664
78858,Missoni,Accessible Luxury,2011,Spring,665
250021,Givenchy,Luxury,2006,Spring,666
57988,Missoni,Accessible Luxury,2011,Pre-Fall,667
70848,Prada,Luxury,2012,Fall,668
328451,Louis Vuitton,Luxury,2011,Spring,669
180258,Prada,Luxury,2005,Fall,670
155143,Rick Owens,Avant-garde,2015,Spring,671
43325,Gucci,Luxury,2021,Pre-Fall,672
177524,Miu Miu,Accessible Luxury,2016,Fall,673
226576,Dolce & Gabbana,Luxury,2011,Fall,674
189071,Dolce & Gabbana,Luxury,2014,Spring,675
42253,Stella McCartney,Accessible Luxury,2011,Spring,676
84585,Dolce & Gabbana,Luxury,2014,Fall,677
704076,Miu Miu,Accessible Luxury,2016,Pre-Fall,678
33264,Max Mara,Accessible Luxury,2022,Spring,679
476931,Burberry,Accessible Luxury,2020,Resort,680
665703,Givenchy,Luxury,2021,Spring,681
765708,Marni,Accessible Luxury,2021,Resort,682
267069,Miu Miu,Accessible Luxury,2022,Spring,683
94772,Dolce & Gabbana,Luxury,2013,Spring,684
178053,Balenciaga,Avant-garde,2016,Fall,685
59353,Prada,Luxury,2015,Fall,686
394739,Rick Owens,Avant-garde,2018,Fall,687
646396,Missoni,Accessible Luxury,2015,Spring,688
199820,Dolce & Gabbana,Luxury,2016,Fall,689
31158,Fendi,Luxury,2017,Fall,690
533611,Balenciaga,Avant-garde,2022,Pre-Fall,691
146504,Givenchy,Luxury,2018,Spring,692
15901,Burberry,Accessible Luxury,2018,Fall,693
1068031,Ralph Lauren,Accessible Luxury,2020,Spring,694
954991,Stella McCartney,Accessible Luxury,2013,Pre-Fall,695
254620,Fendi,Luxury,2018,Fall,696
118369,Chanel,Luxury,2019,Spring,697
134187,Missoni,Accessible Luxury,2019,Fall,698
1690,Saint Laurent,Luxury,2019,Fall,699
25576,Gucci,Luxury,2020,Fall,700
427913,Fendi,Luxury,2020,Spring,701
434219,Valentino,Luxury,2022,Pre-Fall,702
185164,Louis Vuitton,Luxury,2021,Fall,703
822559,Alexander McQueen,Avant-garde,2014,Resort,704
51077,Saint Laurent,Luxury,2020,Resort,705
1119904,Gucci,Luxury,2015,Resort,706
673527,Miu Miu,Accessible Luxury,2001,Spring,707
319563,Gucci,Luxury,2007,Fall,708
66121,Dries Van Noten,Avant-garde,2008,Fall,709
587802,Dolce & Gabbana,Luxury,2008,Pre-Fall,710
316915,Dolce & Gabbana,Luxury,2007,Fall,711
226107,Jean Paul Gaultier,Avant-garde,2000,Fall,712
329262,Louis Vuitton,Luxury,2015,Fall,713
963856,Louis Vuitton,Luxury,2010,Pre-Fall,714
295101,Christian Dior,Luxury,2009,Spring,715
161040,Givenchy,Luxury,2010,Pre-Fall,716
598063,Max Mara,Accessible Luxury,2003,Spring,717
66362,Valentino,Luxury,2007,Spring,718
165971,Chanel,Luxury,2006,Fall,719
187095,Prada,Luxury,2006,Fall,720
21512,Saint Laurent,Luxury,2008,Resort,721
182941,Jean Paul Gaultier,Avant-garde,2006,Spring,722
358560,Giorgio Armani,Luxury,2010,Spring,723
1031106,Louis Vuitton,Luxury,2012,Pre-Fall,724
242846,Dolce & Gabbana,Luxury,2009,Fall,725
498469,Valentino,Luxury,2009,Fall,726
140346,Jean Paul Gaultier,Avant-garde,2006,Fall,727
187539,Christian Dior,Luxury,2010,Resort,728
259013,Marni,Accessible Luxury,2008,Spring,729
507860,Marni,Accessible Luxury,2013,Resort,730
212705,Giorgio Armani,Luxury,2010,Spring,731
109091,Christian Dior,Luxury,2018,Spring,732
17176,Prada,Luxury,2012,Fall,733
644903,Versace,Luxury,2015,Resort,734
505401,Christian Dior,Luxury,2015,Resort,735
586894,Fendi,Luxury,2015,Resort,736
1250999,Balenciaga,Avant-garde,2012,Resort,737
233069,Missoni,Accessible Luxury,2013,Spring,738
764829,Max Mara,Accessible Luxury,2019,Resort,739
673261,Miu Miu,Accessible Luxury,2014,Spring,740
740597,Max Mara,Accessible Luxury,2022,Fall,741
412953,Fendi,Luxury,2015,Pre-Fall,742
90588,Valentino,Luxury,2022,Spring,743
132484,Max Mara,Accessible Luxury,2021,Fall,744
254311,Giorgio Armani,Luxury,2022,Fall,745
42281,Valentino,Luxury,2021,Fall,746
478840,Miu Miu,Accessible Luxury,2019,Resort,747
333158,Prada,Luxury,2022,Fall,748
480682,Marni,Accessible Luxury,2020,Pre-Fall,749
686102,Stella McCartney,Accessible Luxury,2023,Spring,750
274613,Marni,Accessible Luxury,2017,Spring,751
161132,Stella McCartney,Accessible Luxury,2016,Resort,752
108596,Alexander McQueen,Avant-garde,2017,Pre-Fall,753
852471,Max Mara,Accessible Luxury,2018,Fall,754
221275,Givenchy,Luxury,2023,Spring,755
437192,Alexander McQueen,Avant-garde,2018,Fall,756
30396,Miu Miu,Accessible Luxury,2016,Pre-Fall,757
83402,Marni,Accessible Luxury,2020,Spring,758
64694,Versace,Luxury,2022,Fall,759
898197,Stella McCartney,Accessible Luxury,2022,Fall,760
208523,Valentino,Luxury,2021,Spring,761
677623,Valentino,Luxury,2022,Resort,762
500250,Givenchy,Luxury,2020,Pre-Fall,763
494844,Givenchy,Luxury,2020,Resort,764
164304,Givenchy,Luxury,2020,Fall,765
327576,Gucci,Luxury,2023,Resort,766
231735,Saint Laurent,Luxury,2022,Resort,767
219492,Max Mara,Accessible Luxury,2014,Spring,768
753809,Gucci,Luxury,2000,Spring,769
150475,Giorgio Armani,Luxury,2000,Spring,770
467799,Versace,Luxury,2008,Pre-Fall,771
167209,Missoni,Accessible Luxury,2004,Spring,772
280036,Rick Owens,Avant-garde,2006,Fall,773
401769,Christian Dior,Luxury,2006,Spring,774
98387,Fendi,Luxury,2009,Resort,775
1114441,Stella McCartney,Accessible Luxury,2012,Pre-Fall,776
934294,Balenciaga,Avant-garde,2002,Fall,777
164165,Burberry,Accessible Luxury,2003,Fall,778
660318,Givenchy,Luxury,2005,Spring,779
87960,Christian Dior,Luxury,2007,Fall,780
310279,Max Mara,Accessible Luxury,2007,Fall,781
1139901,Balenciaga,Avant-garde,2008,Pre-Fall,782
911814,Christian Dior,Luxury,2009,Pre-Fall,783
468319,Missoni,Accessible Luxury,2012,Fall,784
241696,Gucci,Luxury,2010,Spring,785
600014,Balenciaga,Avant-garde,2004,Fall,786
429802,Christian Dior,Luxury,2015,Resort,787
329021,Miu Miu,Accessible Luxury,2009,Spring,788
344854,Rick Owens,Avant-garde,2017,Spring,789
486666,Rick Owens,Avant-garde,2012,Fall,790
346424,Fendi,Luxury,2015,Resort,791
424181,Balenciaga,Avant-garde,2009,Fall,792
185413,Giorgio Armani,Luxury,2011,Fall,793
100574,Miu Miu,Accessible Luxury,2010,Spring,794
26990,Chanel,Luxury,2014,Fall,795
640911,Balenciaga,Avant-garde,2013,Pre-Fall,796
131889,Balenciaga,Avant-garde,2003,Fall,797
383314,Maison Margiela,Avant-garde,2015,Spring,798
58873,Christian Dior,Luxury,2016,Resort,799
52633,Prada,Luxury,2014,Spring,800
277783,Chanel,Luxury,2015,Resort,801
124094,Miu Miu,Accessible Luxury,2022,Spring,802
211553,Stella McCartney,Accessible Luxury,2014,Resort,803
743775,Louis Vuitton,Luxury,2021,Resort,804
174423,Jean Paul Gaultier,Avant-garde,2015,Fall,805
120316,Fendi,Luxury,2015,Spring,806
314521,Christian Dior,Luxury,2010,Fall,807
56554,Stella McCartney,Accessible Luxury,2014,Fall,808
598826,Maison Margiela,Avant-garde,2014,Resort,809
623485,Burberry,Accessible Luxury,2013,Resort,810
173499,Valentino,Luxury,2015,Spring,811
25342,Christian Dior,Luxury,2010,Fall,812
403126,Marni,Accessible Luxury,2005,Spring,813
321660,Max Mara,Accessible Luxury,2014,Resort,814
124881,Giorgio Armani,Luxury,2022,Spring,815
99447,Chanel,Luxury,2016,Fall,816
167287,Jean Paul Gaultier,Avant-garde,2013,Spring,817
372498,Alexander McQueen,Avant-garde,2018,Fall,818
1048644,Stella McCartney,Accessible Luxury,2021,Fall,819
4866,Fendi,Luxury,2019,Spring,820
509006,Marni,Accessible Luxury,2019,Fall,821
16145,Prada,Luxury,2017,Resort,822
855924,Max Mara,Accessible Luxury,2017,Spring,823
204885,Saint Laurent,Luxury,2021,Fall,824
607106,Max Mara,Accessible Luxury,2019,Fall,825
81596,Prada,Luxury,2019,Fall,826
209996,Balenciaga,Avant-garde,2019,Spring,827
182114,Prada,Luxury,2023,Spring,828
4078,Dries Van Noten,Avant-garde,2020,Fall,829
155340,Giorgio Armani,Luxury,2020,Resort,830
179460,Louis Vuitton,Luxury,2021,Fall,831
95122,Giorgio Armani,Luxury,2007,Spring,832
252690,Louis Vuitton,Luxury,2006,Fall,833
95233,Balenciaga,Avant-garde,2022,Spring,834
348644,Ralph Lauren,Accessible Luxury,2004,Fall,835
826188,Givenchy,Luxury,2004,Fall,836
386745,Givenchy,Luxury,2000,Spring,837
933208,Fendi,Luxury,2008,Resort,838
428076,Ralph Lauren,Accessible Luxury,2002,Spring,839
146682,Dries Van Noten,Avant-garde,2006,Fall,840
404509,Dolce & Gabbana,Luxury,2002,Fall,841
107075,Stella McCartney,Accessible Luxury,2007,Fall,842
672244,Prada,Luxury,2004,Fall,843
21655,Versace,Luxury,2008,Resort,844
85665,Jean Paul Gaultier,Avant-garde,2006,Fall,845
161337,Giorgio Armani,Luxury,2008,Spring,846
71295,Gucci,Luxury,2008,Spring,847
612095,Fendi,Luxury,2005,Fall,848
214657,Chanel,Luxury,2004,Fall,849
416880,Max Mara,Accessible Luxury,2010,Spring,850
355278,Dolce & Gabbana,Luxury,2001,Fall,851
343337,Maison Margiela,Avant-garde,2013,Spring,852
559115,Max Mara,Accessible Luxury,2009,Fall,853
555122,Chanel,Luxury,2009,Pre-Fall,854
623800,Balenciaga,Avant-garde,2002,Spring,855
109136,Jean Paul Gaultier,Avant-garde,2010,Pre-Fall,856
360305,Prada,Luxury,2009,Fall,857
303005,Valentino,Luxury,2010,Spring,858
700754,Versace,Luxury,2014,Resort,859
214188,Chanel,Luxury,2010,Fall,860
447664,Stella McCartney,Accessible Luxury,2011,Resort,861
448108,Marni,Accessible Luxury,2016,Resort,862
398348,Marni,Accessible Luxury,2015,Spring,863
560693,Ralph Lauren,Accessible Luxury,2014,Spring,864
675129,Versace,Luxury,2013,Pre-Fall,865
875122,Louis Vuitton,Luxury,2014,Resort,866
201170,Versace,Luxury,2013,Fall,867
68452,Valentino,Luxury,2014,Fall,868
346577,Ralph Lauren,Accessible Luxury,2017,Fall,869
182550,Versace,Luxury,2009,Spring,870
306147,Marni,Accessible Luxury,2003,Spring,871
264924,Marni,Accessible Luxury,2014,Fall,872
240484,Valentino,Luxury,2016,Pre-Fall,873
482183,Gucci,Luxury,2002,Fall,874
145217,Gucci,Luxury,2021,Spring,875
276286,Max Mara,Accessible Luxury,2016,Pre-Fall,876
125355,Ralph Lauren,Accessible Luxury,2016,Fall,877
42784,Givenchy,Luxury,2017,Fall,878
296447,Balenciaga,Avant-garde,2016,Spring,879
24700,Christian Dior,Luxury,2001,Fall,880
192283,Saint Laurent,Luxury,2019,Spring,881
472086,Alexander McQueen,Avant-garde,2016,Pre-Fall,882
443856,Givenchy,Luxury,2019,Pre-Fall,883
97817,Jean Paul Gaultier,Avant-garde,2014,Spring,884
98634,Max Mara,Accessible Luxury,2016,Fall,885
140647,Balenciaga,Avant-garde,2020,Pre-Fall,886
40430,Marni,Accessible Luxury,2017,Fall,887
189276,Versace,Luxury,2022,Pre-Fall,888
422355,Christian Dior,Luxury,2023,Pre-Fall,889
208707,Alexander McQueen,Avant-garde,2017,Fall,890
35134,Dolce & Gabbana,Luxury,2020,Fall,891
12531,Giorgio Armani,Luxury,2017,Fall,892
240678,Chanel,Luxury,2021,Fall,893
65268,Fendi,Luxury,2022,Spring,894
369075,Chanel,Luxury,2022,Pre-Fall,895
653285,Balenciaga,Avant-garde,2009,Pre-Fall,896
761510,Christian Dior,Luxury,2013,Resort,897
530692,Balenciaga,Avant-garde,2007,Fall,898
689453,Miu Miu,Accessible Luxury,2010,Resort,899
85399,Dolce & Gabbana,Luxury,2006,Fall,900
244193,Burberry,Accessible Luxury,2007,Fall,901
645276,Givenchy,Luxury,2007,Fall,902
337152,Christian Dior,Luxury,2002,Fall,903
25108,Saint Laurent,Luxury,2001,Spring,904
390695,Stella McCartney,Accessible Luxury,2011,Resort,905
307984,Burberry,Accessible Luxury,2004,Spring,906
189876,Marni,Accessible Luxury,2004,Fall,907
534787,Prada,Luxury,2004,Fall,908
469397,Gucci,Luxury,2001,Fall,909
505459,Missoni,Accessible Luxury,2010,Pre-Fall,910
185578,Chanel,Luxury,2009,Spring,911
352143,Ralph Lauren,Accessible Luxury,2015,Fall,912
190505,Christian Dior,Luxury,2009,Spring,913
9164,Dries Van Noten,Avant-garde,2003,Spring,914
843856,Max Mara,Accessible Luxury,2012,Spring,915
299123,Louis Vuitton,Luxury,2010,Fall,916
187351,Marni,Accessible Luxury,2011,Resort,917
148329,Max Mara,Accessible Luxury,2012,Spring,918
410623,Chanel,Luxury,2012,Resort,919
351921,Missoni,Accessible Luxury,2006,Fall,920
13084,Miu Miu,Accessible Luxury,2012,Spring,921
183770,Valentino,Luxury,2010,Spring,922
248378,Prada,Luxury,2019,Spring,923
411500,Valentino,Luxury,2011,Spring,924
353581,Prada,Luxury,2015,Fall,925
388149,Louis Vuitton,Luxury,2014,Pre-Fall,926
491176,Missoni,Accessible Luxury,2013,Spring,927
348449,Prada,Luxury,2013,Spring,928
113664,Chanel,Luxury,2013,Pre-Fall,929
139494,Dries Van Noten,Avant-garde,2015,Fall,930
369554,Dries Van Noten,Avant-garde,2014,Spring,931
170557,Burberry,Accessible Luxury,2015,Spring,932
787198,Marni,Accessible Luxury,2015,Pre-Fall,933
180653,Dries Van Noten,Avant-garde,2017,Spring,934
59863,Giorgio Armani,Luxury,2020,Fall,935
282243,Saint Laurent,Luxury,2022,Pre-Fall,936
217975,Chanel,Luxury,2015,Resort,937
1101772,Louis Vuitton,Luxury,2013,Pre-Fall,938
353185,Rick Owens,Avant-garde,2021,Spring,939
204209,Jean Paul Gaultier,Avant-garde,2017,Fall,940
201365,Chanel,Luxury,2019,Spring,941
654859,Max Mara,Accessible Luxury,2021,Spring,942
115458,Stella McCartney,Accessible Luxury,2016,Fall,943
377109,Balenciaga,Avant-garde,2015,Fall,944
439634,Missoni,Accessible Luxury,2022,Fall,945
58426,Louis Vuitton,Luxury,2022,Fall,946
278272,Max Mara,Accessible Luxury,2021,Fall,947
20392,Valentino,Luxury,2023,Spring,948
396884,Stella McCartney,Accessible Luxury,2016,Fall,949
104462,Balenciaga,Avant-garde,2020,Spring,950
8794,Dolce & Gabbana,Luxury,2021,Fall,951
14052,Ralph Lauren,Accessible Luxury,2017,Fall,952
185718,Fendi,Luxury,2020,Resort,953
177494,Versace,Luxury,2022,Spring,954
545573,Ralph Lauren,Accessible Luxury,2021,Spring,955
154384,Gucci,Luxury,2020,Spring,956
188766,Gucci,Luxury,2020,Pre-Fall,957
133349,Marni,Accessible Luxury,2022,Pre-Fall,958
421362,Chanel,Luxury,2021,Pre-Fall,959
224854,Jean Paul Gaultier,Avant-garde,2002,Spring,960
97406,Giorgio Armani,Luxury,2004,Fall,961
98023,Givenchy,Luxury,2001,Spring,962
110486,Balenciaga,Avant-garde,2008,Pre-Fall,963
193798,Versace,Luxury,2009,Resort,964
411477,Giorgio Armani,Luxury,2001,Fall,965
40636,Prada,Luxury,2006,Fall,966
78815,Marni,Accessible Luxury,2005,Fall,967
374684,Max Mara,Accessible Luxury,2002,Fall,968
397002,Prada,Luxury,2007,Spring,969
47142,Gucci,Luxury,2008,Resort,970
45976,Dolce & Gabbana,Luxury,2005,Fall,971
73044,Jean Paul Gaultier,Avant-garde,2005,Spring,972
843615,Miu Miu,Accessible Luxury,2012,Fall,973
1154071,Prada,Luxury,2012,Resort,974
182180,Dolce & Gabbana,Luxury,2008,Fall,975
364880,Missoni,Accessible Luxury,2001,Spring,976
122551,Valentino,Luxury,2011,Spring,977
492869,Fendi,Luxury,2016,Resort,978
696869,Burberry,Accessible Luxury,2009,Pre-Fall,979
499770,Max Mara,Accessible Luxury,2019,Spring,980
234938,Dries Van Noten,Avant-garde,2007,Spring,981
644831,Rick Owens,Avant-garde,2006,Spring,982
873011,Maison Margiela,Avant-garde,2016,Resort,983
458624,Rick Owens,Avant-garde,2008,Spring,984
273875,Chanel,Luxury,2008,Fall,985
303490,Rick Owens,Avant-garde,2014,Spring,986
210126,Jean Paul Gaultier,Avant-garde,2003,Spring,987
757040,Stella McCartney,Accessible Luxury,2010,Fall,988
53242,Fendi,Luxury,2009,Spring,989
131151,Versace,Luxury,2015,Fall,990
262230,Alexander McQueen,Avant-garde,2009,Fall,991
481973,Balenciaga,Avant-garde,2017,Resort,992
208531,Givenchy,Luxury,2009,Fall,993
109499,Marni,Accessible Luxury,2010,Fall,994
1096607,Givenchy,Luxury,2011,Pre-Fall,995
58927,Marni,Accessible Luxury,2001,Fall,996
135723,Saint Laurent,Luxury,2011,Pre-Fall,997
122711,Dries Van Noten,Avant-garde,2014,Spring,998
764914,Miu Miu,Accessible Luxury,2015,Resort,999
1137490,Versace,Luxury,2012,Resort,1000
730924,Alexander McQueen,Avant-garde,2021,Pre-Fall,1001
374446,Versace,Luxury,2022,Pre-Fall,1002
845497,Max Mara,Accessible Luxury,2011,Fall,1003
92847,Dolce & Gabbana,Luxury,2014,Fall,1004
775992,Marni,Accessible Luxury,2023,Resort,1005
46389,Givenchy,Luxury,2016,Fall,1006
238086,Marni,Accessible Luxury,2019,Spring,1007
